lca,lcq,lcp,top,left,right,bott,size,diff
"3254141253134255431225134",".........................","Apr 20 - Medium 5 x 5 [Random]","34123","22412","32142","21422","5","2"
"2145332145145325321445321",".........................","Apr 09 - Medium 5 x 5 [Random]","34212","33312","21324","21243","5","2"
"2134543512542311542332154",".........................","Jan 17 - Medium 5 x 5 [Random]","34221","42122","12432","22312","5","2"
"5423115342431253251421453",".........................","Aug 12 - Medium 5 x 5 [Random]","12333","12223","43122","44213","5","2"
"2413553214124534532131542",".........................","Dec 24 - Medium 5 x 5 [Random]","22421","31422","12243","32124","5","2"
"2413515423523413125443512",".........................","Jan 13 - Medium 5 x 5 [Random]","22331","32122","13322","22123","5","2"
"3154245321124355421323154",".........................","Aug 27 - Medium 5 x 5 [Random]","32122","22413","34132","23412","5","2"
"5341212354341254523121543",".........................","Aug 23 - Medium 5 x 5 [Random]","13223","14322","32133","32122","5","2"
"4513221354134253254154213",".........................","Apr 28 - Medium 5 x 5 [Random]","21423","23421","32133","12232","5","2"
"3542154132432152154312354",".........................","Nov 04 - Medium 5 x 5 [Random]","21243","21224","44132","44212","5","2"
"2314551423123544523134512",".........................","Mar 26 - Medium 5 x 5 [Random]","22321","41423","13232","32133","5","2"
"2413513524452133245151342",".........................","Sep 19 - Medium 5 x 5 [Random]","32221","33231","12223","13324","5","2"
"1325442513213453542154132",".........................","Oct 18 - Medium 5 x 5 [Random]","32212","32421","22144","12332","5","2"
"4152335412542311235423145",".........................","Sep 09 - Medium 5 x 5 [Random]","22133","22144","23421","23421","5","2"
"4253151243231541432535412",".........................","Sep 23 - Medium 5 x 5 [Random]","24134","21332","33213","21232","5","2"
"1254343251314255431225134",".........................","Feb 22 - Medium 5 x 5 [Random]","34122","32312","32142","21422","5","2"
"4213535421132545431221543",".........................","Apr 16 - Medium 5 x 5 [Random]","22321","22312","14243","23123","5","2"
"3214541352254315321414523",".........................","Dec 16 - Medium 5 x 5 [Random]","32421","32213","12422","22133","5","2"
"3451213254214354532152143",".........................","Dec 20 - Medium 5 x 5 [Random]","32123","33321","22143","12422","5","2"
"3542141532123545421323145",".........................","Dec 23 - Medium 5 x 5 [Random]","31234","22414","43231","23421","5","2"
"4152354231354121235423145",".........................","Nov 17 - Medium 5 x 5 [Random]","23133","21244","24321","32421","5","2"
"4253113452213455412335214",".........................","Nov 23 - Medium 5 x 5 [Random]","24123","24412","32132","21442","5","2"
"3124553412245311235445123",".........................","Dec 27 - Medium 5 x 5 [Random]","24321","31342","13322","21323","5","2"
"1245334512251344132553241",".........................","Apr 07 - Medium 5 x 5 [Random]","43213","43221","22213","12322","5","2"
"4132553241321541543224513",".........................","Dec 11 - Medium 5 x 5 [Random]","23331","21223","13242","32133","5","2"
"5413235241124534132523514",".........................","Jun 29 - Medium 5 x 5 [Random]","12433","12423","43212","32132","5","2"
"5431231254254311254343125",".........................","Jul 28 - Medium 5 x 5 [Random]","12323","12232","42431","22231","5","2"
"5423112354314254351225143",".........................","Nov 20 - Medium 5 x 5 [Random]","12423","14322","42123","31222","5","2"
"5341221345425311425335124",".........................","Sep 10 - Medium 5 x 5 [Random]","13232","14232","31322","31322","5","2"
"4152313254254315431232145",".........................","Sep 28 - Medium 5 x 5 [Random]","23123","23213","22441","23421","5","2"
"5341242153213453452115234",".........................","May 02 - Medium 5 x 5 [Random]","13223","12432","32132","41232","5","2"
"1254331254254314312554312",".........................","Sep 08 - Medium 5 x 5 [Random]","42123","32221","32414","12342","5","2"
"2153443125524131534234251",".........................","Dec 07 - Medium 5 x 5 [Random]","33132","22123","21332","22414","5","2"
"1543243521542133214521354",".........................","Sep 25 - Medium 5 x 5 [Random]","31233","22133","43312","34212","5","2"
"5214331254234154532114532",".........................","Sep 03 - Medium 5 x 5 [Random]","13423","12423","32143","32122","5","2"
"3541214523523414123523154",".........................","Apr 25 - Medium 5 x 5 [Random]","21243","23123","32312","33412","5","2"
"2541314532312544312552341",".........................","Aug 29 - Medium 5 x 5 [Random]","41233","23221","33213","14222","5","2"
"2354112354412355412335412",".........................","Nov 14 - Medium 5 x 5 [Random]","33123","34212","32133","21243","5","2"
"1235434512514234523123145",".........................","Apr 21 - Medium 5 x 5 [Random]","33212","43124","22331","32421","5","2"
"354261261534546123635412412356123645","..4.......3...6.2..3................","Jan 29 - Easy 6 x 6 [Random]","322313","322134","232412","343132","6","1"
"561432423165352614145326614253236541","....3..2.......6..1.5...............","Feb 02 - Easy 6 x 6 [Random]","214223","223413","422134","241233","6","1"
"135246612453541362356124423615264531",".........4.3..1........4...6........","Sep 02 - Easy 6 x 6 [Random]","242331","412322","132224","412223","6","1"
"235641156432364125413256521364642513",".3........................1.6.......","Jan 25 - Easy 6 x 6 [Random]","532134","432321","342123","124223","6","1"
"152643523164246315364251431526615432","1.........6....3.......1.3..2.......","Apr 05 - Easy 6 x 6 [Random]","323124","323231","322315","132332","6","1"
"643152215436154623432561361245526314","......2.5...1..6.......1.......2....","Jun 20 - Easy 6 x 6 [Random]","133322","133322","312222","221333","6","1"
"415263541632123456236514652341364125","........1.........2.................","May 30 - Easy 6 x 6 [Random]","342212","326312","231342","212442","6","1"
"432651514263261435356124125346643512","..........6.2..4.....1..........3.1.","May 10 - Easy 6 x 6 [Random]","323124","222341","322213","133232","6","1"
"214536643251135624526143451362362415","....3.....51...6.4..................","Sep 12 - Easy 6 x 6 [Random]","243231","414232","132322","412222","6","1"
"365421546312652143231654413265124536","..........................3.......3.","Jul 06 - Easy 6 x 6 [Random]","312246","221325","534321","342221","6","1"
"412356631524256143543612164235325461","........1....5...3.......6.23.......","Aug 11 - Easy 6 x 6 [Random]","242321","313223","133222","322213","6","1"
"451362645213134526523641362154216435",".....2.45.......2........6..........","Sep 06 - Easy 6 x 6 [Random]","223313","315222","231332","421232","6","1"
"534261345126651432162354216543423615",".3......51....1....6................","Jan 27 - Easy 6 x 6 [Random]","243412","241222","215342","222142","6","1"
"632541264153143265415326521634356412","....4..6....1........3..5.....3...1.","Oct 31 - Easy 6 x 6 [Random]","124234","123323","432123","321233","6","1"
"152346416523531264263451645132324615","........6.........2....1.4..3.3...1.","Feb 18 - Easy 6 x 6 [Random]","422321","322213","132342","233142","6","1"
"632514426351351642543126164235215463",".......2....3..64..............1....","Aug 26 - Easy 6 x 6 [Random]","132232","123223","333122","322213","6","1"
"163524534216352641426135641352215463","..........1.3..6.1..................","Jun 21 - Easy 6 x 6 [Random]","313242","223213","313232","242213","6","1"
"152643416532631254364125245361523416",".............3.....6..2....3......1.","Feb 21 - Easy 6 x 6 [Random]","322134","321242","343221","233321","6","1"
"526314635241214536153462462153341625",".....4.....................1......2.","Jun 06 - Easy 6 x 6 [Random]","241332","214323","241232","326132","6","1"
"134526625143412365253614546231361452",".3............2.6.2......4..........","Jun 29 - Easy 6 x 6 [Random]","233231","512322","142233","312224","6","1"
"143652235416426531512364364125651243","......2.............2.6...4.........","Jan 21 - Easy 6 x 6 [Random]","523122","342221","314224","123423","6","1"
"136524652143243615415362364251521436",".3..2.........36...1.......2........","Jan 01 - Easy 6 x 6 [Random]","231233","313322","342231","224231","6","1"
"163245256134412653541362325416634521","...2......3....6...........41.......","Apr 07 - Easy 6 x 6 [Random]","512232","232231","223214","143222","6","1"
"614352325164452613541236263541136425","...............6.3..123......1....25","May 13 - Easy 6 x 6 [Random]","143223","133223","322142","421332","6","1"
"463512654321315264126453542136231645",".................4.........1........","Apr 10 - Easy 6 x 6 [Random]","214233","213323","362312","343132","6","1"
"213564162435356142541623435216624351",".1......2...3.6..2..................","Feb 19 - Easy 6 x 6 [Random]","422213","423231","223213","153222","6","1"
"413562231654346125165243652431524316","......2.......6........3.....1..4...","Jun 30 - Easy 6 x 6 [Random]","242214","333212","232451","233351","6","1"
"625143432516241365153624316452564231",".......32...2......5.6..3...........","Nov 25 - Easy 6 x 6 [Random]","152322","133322","412234","212335","6","1"
"615423463251354612241365532146126534","........3.....46..............1.....","Feb 25 - Easy 6 x 6 [Random]","122233","123323","432213","351232","6","1"
"632541341625153462564213216354425136","..............34...6.2.3.......2....","Apr 30 - Easy 6 x 6 [Random]","144223","133223","422331","322431","6","1"
"241356364215135624452163623541516432","....5.3.....1..6.............1....3.","Sep 30 - Easy 6 x 6 [Random]","424221","424312","122244","241335","6","1"
"135246451362526134614523362451243615",".........3....6.......2.....512.....","Jan 19 - Easy 6 x 6 [Random]","432421","432123","122332","323132","6","1"
"654321215436463512541263132645326154",".........43.................4.3.....","Mar 24 - Easy 6 x 6 [Random]","123432","132232","613223","341223","6","1"
"152364316542524613645231463125231456",".......1..4....6..........3.....1...","Apr 29 - Easy 6 x 6 [Random]","422313","322125","242421","324221","6","1"
"245163563214654321132645421536316452","2...........................3.......","May 15 - Easy 6 x 6 [Random]","322414","421332","226213","351322","6","1"
"531264426513163425652341245136314652","...2......1.16.......3..............","Apr 20 - Easy 6 x 6 [Random]","222313","222143","232413","243122","6","1"
"326541132465453216645132514623261354",".......3..6...32................1...","May 21 - Easy 6 x 6 [Random]","341223","243122","421423","314222","6","1"
"326145462531153264531426245613614352",".....5....3.....6..3.............3.2","Jun 25 - Easy 6 x 6 [Random]","421322","223241","242123","143223","6","1"
"315246134652463125241563526431652314","...2.......2...........3..6......3..","Mar 15 - Easy 6 x 6 [Random]","432231","342421","132243","122433","6","1"
"625314516243452136143652364521231465","................3....6....4....3....","Apr 22 - Easy 6 x 6 [Random]","132242","123324","331342","523312","6","1"
"421365614523352614136452245136563241",".......1..2.3..6......52............","Jul 13 - Easy 6 x 6 [Random]","233312","213342","232313","213332","6","1"
"154632563421426513215346631254342165",".....2......4.6...21.............1..","Oct 06 - Easy 6 x 6 [Random]","322143","322313","343132","223512","6","1"
"215436143625524361362514651243436152",".......4.6....4..13.................","Jul 28 - Easy 6 x 6 [Random]","332221","332212","122343","231425","6","1"
"123645241563435216654321316452562134","........1....................2..2...","Mar 25 - Easy 6 x 6 [Random]","443122","443122","221632","212432","6","1"
"165423352641243165534216621534416352","........2.............1.............","Mar 14 - Easy 6 x 6 [Random]","412233","233212","432133","261323","6","1"
"413265134526526413362154245631651342",".1....1.....5......6...4..5.....13..","Nov 10 - Easy 6 x 6 [Random]","333312","252241","213334","123233","6","1"
"654321145236463512236154321645512463","............4........1..........2...","Jun 18 - Easy 6 x 6 [Random]","123342","142322","613322","242213","6","1"
"416325521436634152245613153264362541","...3...........1.....6..............","Jan 13 - Easy 6 x 6 [Random]","361342","221432","213224","214223","6","1"
"235614164352421563542136316425653241","....................21..3.6........1","May 31 - Easy 6 x 6 [Random]","422132","423221","232124","122423","6","1"
"364251231564512436456312143625625143","...2............3......2...6...2....","Jul 01 - Easy 6 x 6 [Random]","312323","242331","321324","142223","6","1"
"326145512436643512135624451263264351",".......1.............6.......3..43..","Mar 18 - Easy 6 x 6 [Random]","341422","221432","213223","313224","6","1"
"412356165243351624246135523461634512","...............62.2....5..3......5.2","Oct 01 - Easy 6 x 6 [Random]","323221","323321","142223","142223","6","1"
"642135265341123456451623536214314562","..2.......4................2........","Jan 16 - Easy 6 x 6 [Random]","123442","126324","241222","342213","6","1"
"145236563421214653652314326145431562","........3.2.....5....3....6.........","Oct 23 - Easy 6 x 6 [Random]","322331","423123","143322","232213","6","1"
"532461426135341652265314153246614523","...4.1.........6......1.1...........","Oct 22 - Easy 6 x 6 [Random]","232213","223231","223313","133242","6","1"
"352146163524215463546231431652624315",".........5.4........6.31.........31.","Oct 12 - Easy 6 x 6 [Random]","324321","323221","132332","142232","6","1"
"143652216534654321435216521463362145","..................4...1.............","Aug 17 - Easy 6 x 6 [Random]","332123","321322","336122","313422","6","1"
"162435256314345126431562523641614253","..........1....1....................","May 03 - Easy 6 x 6 [Random]","612322","234321","221233","163222","6","1"
"421356654123263541346215512634135462","...3.....1........3.6....1..3.1.....","Jun 12 - Easy 6 x 6 [Random]","233321","312324","144222","332214","6","1"
"246135163542654321435216312654521463",".4..................5........4......","Feb 28 - Easy 6 x 6 [Random]","221342","321322","246132","244213","6","1"
"654321426513231645165234342156513462","...................6......2.........","Nov 04 - Easy 6 x 6 [Random]","122344","123242","632312","233212","6","1"
"134256523461415632356124642513261345","...2...2............6.....2.1.......","Feb 16 - Easy 6 x 6 [Random]","333321","523312","123232","213322","6","1"
"361542425163536421154236243615612354","3...4..2.....3.............6....2...","May 01 - Easy 6 x 6 [Random]","413223","232331","424123","144223","6","1"
"412536641325354162163254526413235641","..2......3.......2........6.1.......","Apr 27 - Easy 6 x 6 [Random]","243221","313224","122333","322135","6","1"
"451263635412263145524631316524142356","...2.3...4...6..4...........2.1.....","Jun 15 - Easy 6 x 6 [Random]","223313","312224","242331","422321","6","1"
"635214364521416352152643521436243165","..........2.4.6....5...3......2.....","Nov 18 - Easy 6 x 6 [Random]","122342","122323","343312","332312","6","1"
"652413315624421356264135536241143562",".....3.......2....26................","Aug 06 - Easy 6 x 6 [Random]","123243","133224","421232","322213","6","1"
"165243412635234156351462526314643521","...............1...5.4....6.....3...","Jun 14 - Easy 6 x 6 [Random]","412233","225321","421224","132223","6","1"
"654321361542436215215463542136123654","......3............1..6..4.1........","Feb 01 - Easy 6 x 6 [Random]","122334","122324","642213","333122","6","1"
"235146451632142365526413613254364521",".3.......6.21.............3.........","Jul 15 - Easy 6 x 6 [Random]","432221","433212","132334","212234","6","1"
"365124234516512463421635146352653241",".....4..45....2.6..................1","May 16 - Easy 6 x 6 [Random]","312322","252231","312234","122334","6","1"
"153642431526326415542163264351615234",".............26.....2..32...........","Dec 26 - Easy 6 x 6 [Random]","422122","332221","312233","122533","6","1"
"364251143526451362236145512634625413","......1...2......2.......1.6........","Dec 11 - Easy 6 x 6 [Random]","412322","243321","312224","142244","6","1"
"524613351462143256265134416325632541",".2..........1......6..3.4.......2...","Jan 15 - Easy 6 x 6 [Random]","233122","234221","221324","122233","6","1"
"123465461523652341236154514632345216","..3.......2........3...4...6.2..5...","Jun 22 - Easy 6 x 6 [Random]","322312","521324","234331","332241","6","1"
"542631631524354216216345463152125463","........1......2....6...4...52......","Jan 03 - Easy 6 x 6 [Random]","233143","213224","331232","322313","6","1"
"321465614532165324536241452613243156","..........3.1............5.6...4....","Apr 17 - Easy 6 x 6 [Random]","224312","312234","243321","432221","6","1"
"416253154326631542523461342615265134",".1........2..3......3......6..2.....","Apr 14 - Easy 6 x 6 [Random]","231422","231232","314223","412223","6","1"
"325416213564546132462351134625651243","..............6..2...3.11.4.2.......","Aug 14 - Easy 6 x 6 [Random]","332321","342241","123324","123233","6","1"
"563412614253146325452631321546235164",".......1.............63.....4......4","Dec 07 - Easy 6 x 6 [Random]","213234","213334","332312","432312","6","1"
"234651615342461523156234342165523416",".3.....1....................6.......","Feb 27 - Easy 6 x 6 [Random]","223126","412332","343221","242321","6","1"
"634512146253562341413625325164251436",".3.....46.....23...........1........","Mar 09 - Easy 6 x 6 [Random]","132234","132233","333221","523221","6","1"
"356421432165165234513642624513241356","....2...2...1........6....4.....1...","Apr 12 - Easy 6 x 6 [Random]","421223","322214","423331","224321","6","1"
"235461156234362145413652641523524316",".3.......2..3........6.........2....","Apr 02 - Easy 6 x 6 [Random]","432214","432212","222331","232341","6","1"
"643251516324432615365142251436124563","...2...1............................","Nov 08 - Easy 6 x 6 [Random]","122324","122235","322412","633212","6","1"
"264351541632423165135426356214612543",".................5........62....2..3","Aug 01 - Easy 6 x 6 [Random]","313224","222431","332124","132223","6","1"
"621345342561263154514632156423435216","..13........26.............4........","Jul 24 - Easy 6 x 6 [Random]","135322","142233","223331","332351","6","1"
"342561461235615324256143534612123456","..2.......3......42.................","Apr 01 - Easy 6 x 6 [Random]","323213","421326","223321","343221","6","1"
"452613514362123456631524365241246135","4...1.........................2.....","Jan 20 - Easy 6 x 6 [Random]","324122","326123","221342","321442","6","1"
"143256261435534612615324452163326541",".4.............6.2...3..4...........","Mar 28 - Easy 6 x 6 [Random]","424321","422132","122324","331225","6","1"
"354621436215145362261543512436623154","3....1..6.1......2...............1..","Nov 14 - Easy 6 x 6 [Random]","422123","324221","322413","123422","6","1"
"643251451362326145165423512634234516",".....1...36........6.........4....1.","Apr 11 - Easy 6 x 6 [Random]","132424","132225","322421","323241","6","1"
"456312513624362451641235124563235146","...3.....6............3..24.........","Aug 20 - Easy 6 x 6 [Random]","321244","322154","323221","232321","6","1"
"623451546213251364132546415632364125",".2.......2..25..6.....4.........4...","Aug 02 - Easy 6 x 6 [Random]","142324","123432","322132","413242","6","1"
"214356431562152634326415645123563241","..................3.6..5.4.1........","Jun 01 - Easy 6 x 6 [Random]","342321","433212","122233","213324","6","1"
"123456264315531642345261652134416523","..............16..3.........3.......","Nov 24 - Easy 6 x 6 [Random]","424221","622412","123233","231234","6","1"
"621345213456152634435261364512546123","...34..........6....5.......1.......","Jul 03 - Easy 6 x 6 [Random]","134332","153322","212232","221323","6","1"
"145362526431361254213645432516654123","........6......2...1................","Nov 03 - Easy 6 x 6 [Random]","322314","422331","243214","122342","6","1"
"461352324615536124615243253461142536","..13...............1.2......6.......","Oct 19 - Easy 6 x 6 [Random]","313223","232134","322421","334221","6","1"
"531462413526146253352641625134264315","..1......5....6..3....4...5...2.....","Mar 27 - Easy 6 x 6 [Random]","243312","233312","213332","213252","6","1"
"635412514263423651261345356124142536","...............6.12............4....","Feb 23 - Easy 6 x 6 [Random]","122224","122234","423221","532241","6","1"
"243561325146651423164235416352532614",".......2.....5.......2....63....2...","Dec 31 - Easy 6 x 6 [Random]","333212","431222","214232","222133","6","1"
"231654124365345216562431416523653142","2.......4......2...6...1...5........","May 26 - Easy 6 x 6 [Random]","434123","344221","321434","122323","6","1"
"624315312564451623536241245136163452","...3..31............6....4....1.....","Mar 26 - Easy 6 x 6 [Random]","132322","133242","222313","413222","6","1"
"254316365241413562521634136425642153",".............13......6..1...2.......","Jun 04 - Easy 6 x 6 [Random]","523331","323231","142223","122323","6","1"
"421635312564146253654321563412235146","....3.......1..............4........","May 09 - Easy 6 x 6 [Random]","243122","233124","223631","322431","6","1"
"316245153624542163425316264531631452","........36...4.....2.........1......","Jan 04 - Easy 6 x 6 [Random]","331222","232321","222143","124322","6","1"
"356241635412523164164325241653412536",".5.....3...2....6.......2.........3.","Nov 22 - Easy 6 x 6 [Random]","221325","312233","342231","334231","6","1"
"362154531642243516125463416235654321",".....4.3............................","Mar 11 - Easy 6 x 6 [Random]","314222","224421","331226","122433","6","1"
"643125352416234651165243416532521364",".........4......5116................","Apr 13 - Easy 6 x 6 [Random]","134332","134222","213442","222312","6","1"
"243651324516135462612345561234456123","............1.........4.....3.......","Sep 18 - Easy 6 x 6 [Random]","324122","344123","312222","321644","6","1"
"142536513264465312236451321645654123","..2.....3..........3.......64.......","Jan 17 - Easy 6 x 6 [Random]","324221","422321","124324","122243","6","1"
"326541462153531624614235145362253416","...........3.3.......2......6.....1.","Mar 22 - Easy 6 x 6 [Random]","421235","222143","432221","223221","6","1"
"316245423651534126142563651432265314","...............1....2.........2.....","Jul 27 - Easy 6 x 6 [Random]","461232","222412","231253","212432","6","1"
"361542152463643215234651415326526134",".................................1..","Nov 20 - Easy 6 x 6 [Random]","216224","231432","422312","251332","6","1"
"462153315246654321236514541632123465",".........................4....1.....","Jun 02 - Easy 6 x 6 [Random]","213522","231325","316332","342212","6","1"
"145632364251516324621543432165253416","..............6........3.3...52.....","Mar 05 - Easy 6 x 6 [Random]","422134","422123","332421","322321","6","1"
"645132352641516324123456264513431265",".....2........6............51.......","Apr 19 - Easy 6 x 6 [Random]","132243","132622","432132","323312","6","1"
"125436236145451362542613364521613254","..5...2.6.4.....6.5..........1..3...","Jul 22 - Easy 6 x 6 [Random]","542231","433221","122243","123323","6","1"
"531426365214146352423561214635652143","......3.5.............6.21..........","May 14 - Easy 6 x 6 [Random]","223331","223331","133224","123223","6","1"
"243516135264564132456321321645612453",".43.......6...4.......2.............","Mar 30 - Easy 6 x 6 [Random]","323221","442321","124423","142223","6","1"
"362145425613143256516432654321231564","..............32...1................","Aug 13 - Easy 6 x 6 [Random]","413232","234214","221462","233212","6","1"
"425136231645153264516423364512642351","..5....3....1...............1....3..","Sep 26 - Easy 6 x 6 [Random]","342231","333221","122333","123326","6","1"
"624135135246452613561324316452243561","..............2....6.......45.2.....","Jul 07 - Easy 6 x 6 [Random]","143342","143224","212232","422214","6","1"
"362145253461625314416253541632134526","...........1.....44........63.......","Oct 25 - Easy 6 x 6 [Random]","214322","231225","223331","342241","6","1"
"641253365142253461412635524316136524","..1...3.........6..1.......3...3....","Jul 09 - Easy 6 x 6 [Random]","123323","123223","342213","331232","6","1"
"612345143256251463365124426531534612","........32.........6....4..........2","Mar 01 - Easy 6 x 6 [Random]","144432","143222","212342","222133","6","1"
"213546152463435612346125621354564231","..3............6.23.........54...2.1","Mar 12 - Easy 6 x 6 [Random]","333221","433312","122234","212334","6","1"
"316452235641164235521364453126642513","...4................1.6.............","Oct 24 - Easy 6 x 6 [Random]","331223","242231","332213","135232","6","1"
"254136361542516423435261642315123654","..............6.2...5....4.3.......4","Mar 07 - Easy 6 x 6 [Random]","422331","322314","143223","233123","6","1"
"123654352416564123416235245361631542","..3.......1..6........3..4.3........","Jun 16 - Easy 6 x 6 [Random]","433122","432241","313224","133223","6","1"
"123456314625465231631542256314542163","...............2....1..........4....","Aug 03 - Easy 6 x 6 [Random]","424221","632132","124422","232414","6","1"
"265134132645543216654321421563316452","..............................3.....","Feb 03 - Easy 6 x 6 [Random]","312233","232132","321623","341323","6","1"
"461523325416532641146352253164614235","..........1....6........25..........","Jul 31 - Easy 6 x 6 [Random]","313242","232331","313322","132322","6","1"
"462513125346643251534162316425251634",".......2......3..1......3.6.........","Mar 19 - Easy 6 x 6 [Random]","213242","241223","313222","422123","6","1"
"536214123546261435412653345162654321",".............6......2...............","Apr 24 - Easy 6 x 6 [Random]","221342","252241","212326","123225","6","1"
"425316361245613452132564546123254631",".......6..4..1..............2.......","Jul 30 - Easy 6 x 6 [Random]","222441","321423","123223","322125","6","1"
"456321123456541632214563365214632145",".............4...2..............2...","Feb 26 - Easy 6 x 6 [Random]","321332","362421","413232","123422","6","1"
"315246653412431625524163246351162534","...2.....4.2...6.............1..2...","May 04 - Easy 6 x 6 [Random]","232321","312232","142233","412233","6","1"
"534216153462246153321645615324462531","...2.............3...6...1..........","Sep 27 - Easy 6 x 6 [Random]","232321","233212","123234","213244","6","1"
"623514534261146352412635351426265143",".2...................6....1......1..","Jan 28 - Easy 6 x 6 [Random]","153223","123232","323214","512332","6","1"
"461532254163513624635241326415142356","...............6.....2......1.1.....","Jul 29 - Easy 6 x 6 [Random]","314225","232124","422421","332321","6","1"
"132465415326263154346512521643654231","..2....1.3.....1....6..2............","Mar 08 - Easy 6 x 6 [Random]","423312","432321","213335","122244","6","1"
"261534315462634125526341142653453216",".......1........2...6...1.........1.","Oct 09 - Easy 6 x 6 [Random]","313223","231233","322331","322231","6","1"
"543162156243615324321456462531234615","....................1.......3..3....","Feb 22 - Easy 6 x 6 [Random]","232614","231424","233142","323142","6","1"
"436125651234265341523416314562142653","..........3.........................","Feb 09 - Easy 6 x 6 [Random]","231642","212243","234123","424122","6","1"
"416532623451241365135624352146564213","....3............5.3.6....2.......1.","Jan 06 - Easy 6 x 6 [Random]","251233","213432","432213","213232","6","1"
"413652624513351426245361136245562134","..............1.2...................","Jun 13 - Easy 6 x 6 [Random]","244123","213432","331222","212633","6","1"
"214356321645132564456123563412645231","..........4.........6......4........","Jan 23 - Easy 6 x 6 [Random]","552221","424321","122234","122426","6","1"
"654321241536123645316452532164465213","........1....2......................","May 02 - Easy 6 x 6 [Random]","122352","144222","612323","312324","6","1"
"531642152436413265364521625314246153",".............1.............3........","Mar 20 - Easy 6 x 6 [Random]","236122","232213","312433","221424","6","1"
"364251512463621534146325435612253146","...2.....4...2......6...4....2......","Nov 16 - Easy 6 x 6 [Random]","312425","221333","323221","323221","6","1"
"524163251436643251436512312645165324","...1.3....3.....51......3..6..1.....","Dec 13 - Easy 6 x 6 [Random]","232412","231222","213323","412243","6","1"
"563142142536231654326415415263654321","........2....3....3.................","Jul 05 - Easy 6 x 6 [Random]","212332","243231","313226","123324","6","1"
"315426624531453612136245261354542163","....2............2..6.4.........2..3","Nov 07 - Easy 6 x 6 [Random]","242351","313322","142232","222314","6","1"
"654312315426536241142653261534423165","..............6.........2....4......","Nov 15 - Easy 6 x 6 [Random]","123352","132322","513332","322312","6","1"
"643251124536351624536142265413412365","...............6......42.........3..","Jun 10 - Easy 6 x 6 [Random]","133322","153222","312342","323312","6","1"
"165423523641341265236154614532452316","...4......4.......2.6....1..........","Dec 08 - Easy 6 x 6 [Random]","312233","223313","432341","223341","6","1"
"521643315426462531246315153264634152",".......1......2.....6..............2","Sep 24 - Easy 6 x 6 [Random]","223122","232331","314223","132524","6","1"
"153246236514342651421365564132615423","..3................2................","Nov 02 - Easy 6 x 6 [Random]","622331","333221","133244","122233","6","1"
"654321345162532614123546216453461235",".........1.........2.........3......","Oct 02 - Easy 6 x 6 [Random]","123224","142522","622132","312432","6","1"
"653412125364534126241635362541416253","....1.....6..34....4.......5........","Nov 17 - Easy 6 x 6 [Random]","123223","142322","421243","321323","6","1"
"342516625143264351153462531624416235","....1....1..2.......3......6........","Apr 03 - Easy 6 x 6 [Random]","223241","412322","143222","341222","6","1"
"436512245361512634364125153246621453",".3.5...........6..3.............1...","Aug 16 - Easy 6 x 6 [Random]","331224","242231","322213","135222","6","1"
"364521516234132465425613641352253146","..........3....4.5...6....1...2...4.","Aug 08 - Easy 6 x 6 [Random]","312234","224313","422231","223331","6","1"
"635421451632164253523164216345342516","............1..2....3..........4....","Jun 24 - Easy 6 x 6 [Random]","132246","132224","533221","322231","6","1"
"634521241356513642452163326415165234",".3.....4.3.......2...16.............","Feb 11 - Easy 6 x 6 [Random]","142232","142322","413223","512323","6","1"
"123456465312314625236541542163651234","..........1.........................","May 17 - Easy 6 x 6 [Random]","423221","623321","142423","123323","6","1"
"234156526413462531351624613245145362","........64...............1..........","Mar 06 - Easy 6 x 6 [Random]","322421","522314","134222","232213","6","1"
"312456521643146325235164463512654231","..........4...6.............1....2..","Oct 08 - Easy 6 x 6 [Random]","342221","423421","132235","123325","6","1"
"163254451623546312632541324165215436","1.........2.........2...............","Apr 23 - Easy 6 x 6 [Random]","412223","232133","323421","362321","6","1"
"341526126435562143253614634251415362",".....................614...........2","Jul 25 - Easy 6 x 6 [Random]","322251","432313","123232","242214","6","1"
"351246613524546132462315124653235461","........3.....6..2....1........3....","Mar 17 - Easy 6 x 6 [Random]","223331","312244","133232","422214","6","1"
"264531345126513264452613126345631452",".............1..6.......126.........","Jan 08 - Easy 6 x 6 [Random]","413222","242331","412223","132223","6","1"
"314562245316126435531624652143463251","..........1..2.......6.......3......","Mar 13 - Easy 6 x 6 [Random]","343212","443212","212243","212225","6","1"
"326145251436462351513624645213134562","....4.2......6......3......2........","Apr 26 - Easy 6 x 6 [Random]","431332","232215","213232","233214","6","1"
"152436643521234165561243325614416352","..2....................3...6...1....","Feb 06 - Easy 6 x 6 [Random]","225321","314232","142323","331224","6","1"
"562143123456354261415632641325236514","..................4...3.............","Sep 10 - Easy 6 x 6 [Random]","215332","263313","312323","241243","6","1"
"532146341652456231614523123465265314","..2......6.........1.............3..","Dec 12 - Easy 6 x 6 [Random]","242231","233152","133323","212423","6","1"
"365421132645651234546312423156214563","...........5........6.12.2..........","Feb 08 - Easy 6 x 6 [Random]","212243","231234","523312","452212","6","1"
"624513256431512346135264341625463152","..4........1.1.3........3..6........","Jan 31 - Easy 6 x 6 [Random]","132242","132432","341223","313223","6","1"
"615432526314364125432651241563153246",".......26....6............1.........","Nov 28 - Easy 6 x 6 [Random]","132234","122243","522321","523321","6","1"
